"locationID","ancientcity","ancientregion","country","lat","longi"
"3S7DM6TSY9","Apt - Apta Iulia - Apta Iulia Vulgientium","Narbonensis","France",43.876571,5.393684
"YS0DIL2UXL","Toul","Gaul","France",48.679364,5.8947805
"MMPZJ8OQ3H","Theudalis","Tunisia","Tunisia",37.12994533,9.743317279
"W6WR6QJCQJ","Kurion","Cyprus","Cyprus",34.6642,32.8877
"NMDBP89QCK","Pitinum Merges","Italy","Italy",43.54699524,12.64874651
"4WILTR59SI","Velitrae - Velletri","Latium et Campania","Italy",41.687426,12.77721
"GLVXKSC0FV","Volaterrae - Velathri - Volterra - Colonia Iulia Augusta Volaterrae","Etruria","Italy",43.401604,10.8600625
"FH2MK8FFLP","Metelis","(blank)","Egypt",31.12039,30.375411
"CS8P39U8LM","Kition","(blank)","Cyprus",34.92434777,33.63083841
"MZLLP3VYQ1","Senigallia","Italy","Italy",43.71397923,13.21514833
"1KP716ICSE","Qartmin","Asia Minor","Turkey",37.30117,41.5202
"TG2KNG9SET","Limoges","Gaul","France",45.83527778,1.2625
"C43UG0KJRB","Blanda","Italy","Italy",39.94198935,15.80326958
"YD4Z8UCZEA","Auch","Gaul","France",43.647434,0.585694
"89II8UA5FH","Louth","Ireland","Ireland",53.90195408,-6.46238346
"IXIPYQOXDJ","Oran","Algiers","Algeria",35.69111,-0.64167
"9017N66E3Q","Ostra - Ostra Vetere - Montenovo - Le Muracce","Umbria","Italy",43.5843681671,13.0860688922
"F99C9L9LV5","Palermo","Sicily","Italy",38.111111,13.351667
"5IEVG406IE","Spello","Italy","Italy",42.99003616,12.67199114
"YMD507PDG0","Saint-Maixent-l'Ecole","(blank)","France",46.41054,-0.20437
"6N9KTT05VZ","Bari","Apulia","Italy",41.129222,16.870331
"DT83XL0V3I","Diospolis/Lydda/Lod","Palestine","Israel",31.951944,34.888056
"0YZBL2RHDR","Norba - Norva - Conversano","Apulia et Calabria","Italy",40.96706605,17.11590245
"OMGKZB1WTJ","Mallus","Asia Minor","Turkey",36.7575,35.48666667
"GU1WZEQWQH","Tamassos","Cyprus","Cyprus",35.028422,33.2421855
"VPIEO1PVW7","Anisola/Saint-Calais","(blank)","France",47.92148,0.74592
"9SZQ24SM4P","Tours - Caesarodunum - Civitas Turonum","Lugdunensis","France",47.3925295,0.691471
"XKNDYZ5F3H","Caria","Anatolia","Turkey",37.042901,27.420201
"9F731VYA5M","Debresina","Eritrea","Eritrea",15.748778,38.699611
"2KL72N92R0","Suessa Aurunca - Colonia Iulia Felix Classica Suessa - Pertecale","Latium et Campania","Italy",41.238254,13.932224
"5ZQMYNR7BK","Philai/Philae","(blank)","Egypt",24.025031,32.884252
"8XLBUFIO4Y","Arezzo","Italy","Italy",43.471274,11.863048
"XZO3D551MR","Siunia","Armenia Prima","Armenia",39.25,46.25
"8AW2XUNG4F","Cisomagus","(blank)","France",47.060291,0.852924
"EIF3HUQ768","Hyrcania","Palestine","Palestinian Territory",31.716392,35.383336
"T7BSCU3408","Combronde","(blank)","France",45.97846,3.0891
"QXSNK55PT2","Patavium - Padova","Venetia et Histria","Italy",45.409561,11.876975
"337BKWLYO3","Ferentium - Ferento - Ferentino","Etruria","Italy",42.48859,12.132177
"H2RTDFGP6A","Carpentras","France","France",44.05440725,5.047350051
"Q21RPBU3QL","Tavium","Asia Minor","Turkey",39.87444444,34.52777778
"VJTHCJVV46","Saena - Siena - Saena Iulia","Etruria","Italy",43.3186243,11.33107765
"ID3EZX872R","Skepsis","Asia Minor","Turkey",39.81111111,26.70638889
"00RZI5H7YU","Ashtishat","Armenia","Turkey",38.94339,41.433799
"BY1TM6WFVM","Laodicea","Phrygia Pacatiana","Turkey",37.83583333,29.1075
"WTTPTAZR52","Porto - Oporto","Hispania Citerior","Portugal",41.162142,-8.621953
"VQY763KO6J","Thaenae","Africa Byzacena","Tunisia",34.6553465,10.670659
"C3HE86UT4U","Saint-Brieuc","(blank)","France",48.513503,-2.762597
"1DDJ59OP5X","Erythron/Erythrum","(blank)","Libya",32.869317,22.27862877
"6N95KCVTR2","Col. Claudia Ara Agrippinensium/Ara Ubiorum","(blank)","Germany",50.940662,6.9599065
"A56TCEX5IS","Antanyos","Syria","Lebanon",34.257474,35.9495
"2SZ9XKBYWQ","Beroea","Macedonia","Greece",40.52212667,22.20149267
"CNPR4AQA5G","Saint-Avit","(blank)","France",48.09034,0.91559
"MIBUU06MOG","Sabaria","Pannonia","Hungary",47.23512,16.62191
"VV6OGZ628O","Trebizond","Armenia","Turkey",40.58333333,36.96666667
"DBIICEI8KJ","Forum Clodii","Italy","Italy",42.1337256,12.07791604
"VVIIT7YC8I","Kephallenia - Cephalania - Cephallenia - Cephalonia","Epirus","Greece",38.2,20.59
"1M0456ZXC8","Tarentaise","Gaul","France",45.43373,6.63686
"9XA98BER8F","Bythnia","Asia Minor","Turkey",40.5,31
"ZXEBSXFMTO","Desiniacum","(blank)","France",47.7428,3.73818
"68RYH2S1SR","Bizya - Vize - Bizye","Thracia","Turkey",41.572702,27.765289
"0FIG75E1L9","","Ethiopia - Kingdom of Axum","Ethiopia",14.1338504591,38.7212920204
"KN0ZMQNXL5","Kanopos/Kanobos/Canopus","(blank)","Egypt",31.313404,30.0580595
"42RAQ5QFLH","Hierapolis","Euphratensis","Syria",36.526222,37.9555335
"4H8HGZNRXG","Eumenia","Asia Minor","Turkey",38.320018,29.8486215
"9081JKXP2S","Ancyra/Angora","Galatia","Turkey",39.96282667,32.81975567
"3TCJPJPFDV","Tigisis - Ain el-Bordj - Thigisis","Numidia","Algeria",36.110666,6.9426995
"A0Y36LHFTR","Ardcarne","Ireland","Ireland",52.89846495,-8.977151629
"PIHPI4WZVJ","Auca","Spain","Spain",42.35404639,-3.666905313
"7DHL2LHRAZ","Lycaonia","(blank)","Turkey",38,33
"3SCI9KDSPK","Tadama","Mauretania Caesariensis","Algeria",36.607058,2.1918495
"7IPPA64P6Y","Balad","Assyria","Iraq",36.514152,42.726566
"048RSPQY70","Passo Corese","Italy","Italy",42.18508855,12.68240906
"VR0XLNM28K","Glastonbury","Britain","United Kingdom",51.14861111,-2.71388889
"2S9PLN69ZS","Heliopolis/Helius/Heliu/Solis Oppidum","(blank)","Egypt",30.131757,31.284786
"13LWBL9AU7","Scetis/Oxyrhynchus","Egypt","Egypt",28.542574,30.65172
"3XRJH7Z3CT","Eleutheropolis","Palestine","Israel",31.61305556,34.89833333
"L9S2AA62S8","","Taurike Chersonesos","Ukraine",45.398822,35.819354
"FLAYSTPKTV","Taormina","Italy","Italy",37.852222,15.291944
"9O4M8S8M3F","Pharan","Palestine","Palestinian Territory",31.84444444,35.41416667
"YPGZPB0JKF","Pisidian Antioch","Anatolia","Turkey",38.305175,31.1894355
"M48L6AWMHR","Aureliopolis","Lydia","Turkey",38.476241,27.877777
"IFBVVZZR9Q","Emesa","Syria","Syria",34.73083333,36.70944444
"HX5T3EVE02","Nazareth","Palestine","Israel",32.70194444,35.30333333
"1QD7UHEUHW","Curubis","Africa Proconsularis","Tunisia",36.575649,10.862461
"XH7C86Q9UK","Stobi/Stoboi","(blank)","North Macedonia",41.55232927,21.97440096
"9IC3FF4QLO","Iguvium - Gubbio","Umbria","Italy",43.355464,12.573438
"FJCJMB78UJ","Terracina","Italy","Italy",41.291169,13.24885
"LNWJW135Z4","Pettau","Austria","Slovenia",46.41944444,15.86944444
"UIEDNKTOSC","Galazia in Campania","Italy","Italy",41.05132141,14.3882626
"4NOLW3LK7S","Parium","Hellespont","Turkey",40.41611111,27.07027778
"QK5B05MJYE","Hipponion - Vibo Valentia - Monteleone","Bruttium et Lucania","Italy",38.675581,16.097648
"D7T11F7H2H","Montecassino","Italy","Italy",41.49126341,13.81408396
"SJ3GQZLYG1","Dunshaughlin","Ireland","Ireland",53.51166667,-6.53944444
"I5PMJCPBCM","Fulginiae - Foligno","Umbria","Italy",42.956143,12.703279
"FD1S5HSQV7","Cumae - Cuma - Kyme","Latium et Campania","Italy",40.8476741,14.0562815333
"YCVELHMEMI","Bourges","Gaul","France",47.082535,2.3978655
"U5QFP4HPG0","Prat de Maishan","Mesopotamia","Iraq",30.7826951,47.7010833
"VYC2GC3UF5","Gratianopolis","Viennensis","France",45.192528,5.731701
"BNVZ3JRJSU","Genua - Genoa - Genova","Italy","Italy",44.41111111,8.93277778
"HHGQNWOQGS","Antipolis - Antibes","Narbonensis","France",43.580587,7.120902
"1HRQ3HM509","Olympos - Ulu Dağ - Olympene","Bithynia","Turkey",40.06859975,29.2193399
"0QXE7N3KED","Zygris","(blank)","Egypt",31.506636,26.409102
"5MSBXMY4SA","Tarba","Novempopulana","France",43.23314,0.074264
"9P39FYJXI6","Hermonthis","Egypt","Egypt",25.616667,32.533333
"NMX8GGXSM2","Hamatha","Syria Secunda","Syria",35.13333333,36.75
"90DO0IRMC8","Adada","Asia Minor","Turkey",39.59454206,30.79006882
"K8QW7CMGTE","Dioclea","Asia Minor","Turkey",38.66388889,29.88805556
"PZAF7GIR9I","","Gallia - Gaul","France",46.3609533058,1.67061448931
"FQ65XZ23S0","","Gallicia","Spain",42.8238871636,-8.23593308317
"SYP7S5M0TJ","Perat-Maishan","Iraq","Iraq",30.52346961,47.83169823
"H3L3NXURIO","Soli","Cyprus","Northern Cyprus",35.14,32.81111111
"RTPKXYXVWH","Coracesium","Roman Pamphylia","Turkey",36.55,32
"Z0GVC4X6RY","Tadinum - Gualdo Tadino - Tarsina - Tadinae","Umbria","Italy",43.230265,12.786046
"TSNTWGIJYC","Hypaepa","Lydia","Turkey",38.273815,27.955721
"OA48BUHEM7","Blanzac-Porcheresse","Gaul","France",45.47559,0.03186
"6P0GDBND60","Cyme","Asia Minor","Turkey",38.86,27.05944444
"R6UPMU2EJP","Hira","Mesopotamia","Iraq",31.883324,44.449851
"OSOWQ33EOJ","Marseilles","France","France",43.296854,5.382499
"K6XMQIQA08","Byblos","Syria","Lebanon",34.120428,35.649109
"WZMUQFJN91","Coptos","Egypt","Egypt",25.996402,32.815787
"S9R3J473D6","Bazas","France","France",44.43159456,-0.210307136
"9I04JA982Q","Toledo - Toletum","Spain","Spain",39.86416667,-4.02916667
"KA42I495ZF","Anzitene","(blank)","Turkey",38.641856,39.668324
"OIUA8J0TVJ","Sora","Asia Minor","Turkey",41.13972222,32.6225
"H1FR5TSUZX","Himeria","Osrhoene","Turkey",37.25,38.25
"NQZ9T4WNF9","Sozopolis","Balkans","Bulgaria",42.41666667,27.7
"PJYCBRC1QG","Ispahan","Armenia","Iran",33,52.16667
"CDO04SEROQ","Antioch","Turkey","Turkey",38.306111,31.189167
"ZY8TFGO6A8","Autun","Gaul","France",46.94724,4.2991775
"AYZ32EH3IL","Subaugusta","Italy","Italy",41.87473671,12.582041
"DYUHYS8VR5","Bomarzo","Italy","Italy",42.49147072,12.25150724
"2KNZGACGPF","Pionsat","(blank)","France",46.109,2.69476
"4PA0OUUWUZ","Zara","Dalmatia","Croatia",44.115501,15.223778
"MEF1N27CE2","Tripoli","Lebanon","Lebanon",34.436667,35.834444
"IYDMUR1ENJ","Lisieux","France","France",49.14653926,0.226225051
"ELQLVB93PY","Vicetia - Vicenza","Venetia et Histria","Italy",45.545773,11.540277
"899LNBLA4T","Divodurum - Metz - Mecusa - Divodurum Mediomatricorum","Belgica","France",49.1181355,6.1741555
"5EJT49O90G","Verona","Italy","Italy",45.438954,10.994371
"OGX39R7L30","Jura Mountains","Gaul","France",46.666667,6.25
"F4A7CE8Z7U","Marmoutier","(blank)","France",47.402568,0.717183
"LW1A267O4V","Sepphoris/Diocaesarea","(blank)","Israel",32.7535945,35.281457
"INXHVHCGUV","Pidna","(blank)","Greece",40.25,22.75
"G79GKG9QAA","Antium - Anzio","Latium et Campania","Italy",41.44795,12.628995
"RLQ128E0R1","Trocmades","Galatia Secunda","Turkey",39.75,32.75
"8SOLQ5B5RS","Gerar","(blank)","Israel",31.38186,34.60643
"L6X6AULNZ8","Sesciacus","(blank)","France",48.81581,-1.57087
"0EVZ2VMW6A","Speyer","Bavaria","Germany",49.31944444,8.43111111
"CNMSK09S55","Parentium - Poreč - Colonia Iulia Parentium - Parenzo","Venetia et Histria","Croatia",45.227354,13.5948985
"B0CJL7FEG4","Claudiomagus","(blank)","France",46.941585,1.232804
"ML924I3B82","Adriaca","Thrace","Bulgaria",42.145589,24.749474
"718A9C16Y9","Alexandria","Egypt","Egypt",27.738333,30.704444
"ML9BYPNEIG","Autisparate/Theodosiopolis","(blank)","Turkey",39.908079,41.27573333
"STKEAP6ON5","Sufes","Tunisia","Tunisia",35.5474701,9.073267677
"I0DCG6HZ36","Isaura","Asia Minor","Turkey",37.19361111,32.3425
"B0K34HC398","Thabraca","Numidia","Tunisia",36.9567785,8.7497465
"9VUXOL9Q94","Jebel Aqra","Turkey","Turkey",35.9525,35.969306
"VWKY94GAIV","Thmouis","Augustamnica Prima","Egypt",30.9356335,31.5168555
"5F814SVMXP","Olba","Isauria","Turkey",36.58333333,33.93333333
"S4KUOHV5ME","Lilibeo","Italy","Italy",37.80076596,12.42821432
"6HH5DOFHZU","Brusa","Bithynia","Turkey",40.1828985,29.0638185
"GFGWQ3R0O0","Chidan","Mesopotamia","Turkey",37.15,38.8
"SU0JEPYQ6X","Tuam","Ireland","Ireland",53.51667,-8.85
"OTHQJKFLHV","Imola","Italy","Italy",44.35305556,11.71472222
"D3IM6LNFBU","Tarquinia","Italy","Italy",42.25574514,11.75160542
"0HFFR49PZB","Sidon","Phoenice Parhalus","Lebanon",33.560328,35.37324
"YFLVO9X20O","Forum Traiani","Italy","Italy",39.9956512,8.808019585
"QULSFRKY2S","Callipolis","Thracian Chersonese","Turkey",40.4139,26.6807775
"JK4F3O7QVZ","Tolosa - Toulouse","(blank)","France",43.604175,1.443246
"3D1CKA74D0","Eclanum","Italy","Italy",41.05388889,15.01111111
"LKDXC42V65","Cyzicus","Bithynia","Turkey",40.38,27.89
"62SKLCCL5P","Nomento","Italy","Italy",42.02531502,12.64897505
"PMJ7XKMFJL","Lugo","Gallicia","Spain",38.247458,-3.206444
"CHWZ7DWDQ8","Braga","Portugal","Portugal",41.54821,-8.42545
"2ATWTLNCXL","Casium","Lower Egypt","Egypt",31.21805556,33.07777778
"T4P9IR208Y","Nola","Naples","Italy",40.92611111,14.5275
"BFWFAJ2FYQ","Iope - Ioppe - Joppa - Jaffa","Palestina","Israel",32.053079,34.7499295
"CXWH681CJE","Saint-Paul-Trois-Châteaux","France","France",44.34974663,4.767464322
"GQ8PQHNUGT","Sidyma","Lycia","Turkey",36.40955867,29.19261824
"SNLTFAND1U","Avranches","France","France",48.68654729,-1.358785678
"0WVG9DL8F2","Magydus","Pamphylia Secunda","Turkey",36.85277778,30.79361111
"C9U1S0N244","Thibiuca","Tunisia","Tunisia",36.53238181,9.884861464
"JCN4JBOX5K","Hermopolis Magna/Schmun","Egypt","Egypt",27.77962025,30.80358061
"T1BQ4HCZNK","Ossonoba","Portugal","Portugal",37.01349241,-7.935008856
"3OMQ30KR97","Hadrumetum","NAfrica","Tunisia",35.82444444,10.63888889
"R0OZ6IR1E8","Iconium","Anatolia","Turkey",37.872202,32.492331
"V6X5C9RU3Z","Maon/Menoeis/Castrum Moenoenum","(blank)","Israel",31.334516,34.399245
"H12IPVJWVI","Arna","Italy","Italy",43.12808627,12.48563386
"6O8LE62TR5","Berenice/‘Aydhab ","Egypt","Egypt",23.9103,35.4737
"IBX9W2MZ01","Florence - Firenze - Florentia Tuscorum","Italy","Italy",43.78333333,11.25
"CHI8MK02P3","Kilmore","Ireland","Ireland",53.993056,-7.412778
"16QGKN3L31","Synnada","Phrygia Salutaris","Turkey",38.53333333,30.55
"5D5UILJX74","Panephysis ","Egypt","Egypt",31.158072,31.936
"A6CFN618H6","Mariut","Egypt","Egypt",30.84105,29.66349
"RR3QGP2GBU","Naukratis/Naucratis","(blank)","Egypt",30.900508,30.5919275
"2T5XNN04WL","Rhesaena","Osrhoene","Syria",36.85027778,40.07055556
"HHF2294KZ9","Aquae Neri/*Neriomagus","(blank)","France",46.288827,2.6599385
"5PQ4GIXP6W","Mount of Olives","Palestina","Israel",31.778333,35.243889
"1M0QV8YBF7","Mactar","Tunisia","Tunisia",35.86055556,9.20583333
"R8NIFZ2USV","Locri","Italy","Italy",38.23675211,16.26088386
"34AMOIQOHO","Mount Alfaf","Iraq","Iraq",36.49,43.442778
"LHAT7MYAWZ","Tolentinum - Tolentino","Picenum","Italy",43.209596,13.288166
"X3OHKEDMGZ","Obba","Byzacena","Tunisia",35.95,8.83333333
"Z7RDBH131G","","Malabar Coast","India",12.0167,75.2833
"9EIA5CR3N6","Fidene","Italy","Italy",41.97136698,12.51715906
"HS77M6HZOC","Tyana","Cappadocia","Turkey",37.858701,34.5663495
"09COENAAHV","Northern delta of the valley of the Nile","Egypt","Egypt",31.4877201,30.9481907
"469AIUQOD8","Xois","(blank)","Egypt",31.108961,30.93728
"HCAIS5N1F5","Virunum","Austria","Austria",46.70423292,14.36118517
"JV03JO234B","Mater","Tunis","Tunisia",37.04,9.665
"AI9BGRXXPM","Larissa/Larisa","(blank)","Greece",39.634851,22.42097025
"27SV1KTD1E","Valentia - Valence - Col. Valentia","Narbonensis","France",44.930719,4.8896965
"Z8T9U5CVRT","Dertona - Tortona - Colonia Iulia Augusta Dertona","Liguria","Italy",44.897171,8.865452
"LG2G1QSDFD","Sassari","Sardinia","Italy",40.73333333,8.56666667
"3TSXW272QC","Tuder - Todi - Colonia Iulia Fida Tuder","Umbria","Italy",42.780253,12.408494
"2O6QTTM5SI","Samarobriva Ambianorum/Amiens","Gaul","France",49.8936075,2.297948
"P1E37BLVNT","Aspendus","Pamphylia","Turkey",36.93902367,31.17000333
"TBY0NSVEZZ","Scodra/Skodra/Scutari","(blank)","Albania",42.0672575,19.520268
"S4QV71PPJC","Málaga","Spain","Spain",36.7202302,-4.4199375
"8KGSQ21NWI","Col. Forum Iulii","Narbonensis II","France",43.4328295,6.7360345
"LPGBB37OW4","Rome","Italy","Italy",41.858611,12.477222
"BUHVK0NJJZ","Caesarea/Diocletianopolis","Palestine","Israel",32.501833,34.900416
"4GZGA26APA","Cotenna","Godena or Gudene","Turkey",37.03333333,31.63333333
"YG67EROSG1","Col. Vienna","Gallia Narbonensis","France",45.5245105,4.875982
"DZT0U7YMXF","Oea","Libya","Libya",32.89298786,13.19379226
"1DF1VGVXI8","Narbonne","Brittany","France",43.1836165,3.004203
"NNX6WRI4F4","Aila","Jordan","Jordan",29.533787,34.999025
"6NTA6G7P6A","Rimini","Italy","Italy",44.05,12.56666667
"OKTAB3M6SU","Vesunna - Périgueux - Vesunna Petrucoriorum - Vesonna","Gaul","France",45.1840395,0.721699
"BO0M31329L","Koussai/Koskam/Cusae","(blank)","Egypt",27.438183,30.817991
"RRDPOQXG1D","Colonia","Armenia","Turkey",40.30527778,37.83055556
"M1EIOIIRU7","Firmum Picenum - Firmovicenum - Fermo","Picenum","Italy",43.1610772,13.7168264
"QQ78OH3T4G","Athens","Greece","Greece",37.97281915,23.72374385
"47I5UXX28G","Troyes","Aube","France",48.29972222,4.07916667
"E36SR9MARN","Tiberiopolis","Phrygia Pacatiana","Turkey",37.9,31.91666667
"55C4TUTB8P","Damascus - Damas - Damaskos","Syria","Syria",33.51305556,36.28416667
"8WN3S170S5","Inniscathy","Ireland","Ireland",52.61448513,-9.516887602
"LWP7XU04EI","Karpathus","Greece","Greece",35.58947547,27.13573626
"1JLDNYP6U8","Andilegum","(blank)","France",49.24736,1.42255
"PU31ISIQ0W","Segodunum/Rutenis/Civitas Rutenorum,","(blank)","France",44.350497,2.573846
"QV46PPGMTZ","Complutum","Spain","Spain",40.48063744,-3.369405313
"0Y53YPJ5OF","Valva","Bruttium et Lucania","Italy",40.7394114,15.2690494
"9AYITSF80V","Caesarea","Bithynia","Turkey",40.16666667,28.88333333
"PJM5C83MEI","Narni and Terni","Italy","Italy",42.51666667,12.51666667
"T0BPRVTRNT","Miciacum","(blank)","France",47.88203,1.86845
"FKVO2RM41N","Charrae","Turkey","Turkey",36.88203127,39.03680724
"4WEVR9UBNB","Apollonias","Turkey","Turkey",36.18748096,29.76378171
"SEEYQHJLWK","Tentyris/Tentyra","(blank)","Egypt",26.141775,32.67009722
"0HZMWUEO88","Digne","Gaul","France",44.09333333,6.23638889
"J7BU8PKQ2T","","Asia Minor","Turkey",37.9096964167,27.2786844167
"TALFL4GCQ0","Guadix","Spain","Spain",37.3,-3.13333333
"813UA0G5W5","Vasio","Viennensis, Gallia","France",44.24136523,5.07370635
"UP8NRG38GJ","Edessa","Syria","Turkey",37.167404,38.795515
"QM3DMI08XT","Cinna","Galatia","Turkey",39.22694444,33.03305556
"7XJJIS2YYM","Koloneia","(blank)","Turkey",40.306806,38.412817
"401FEBTNY5","Bayonne","Aquitania","France",43.49,-1.48
"VECXVHBUZL","Mar Mattai","Mesopotamia","Iraq",36.491605,43.392187
"RKVCK9ZVV5","Iria Flavia - Padrón - Tria","Hispania Citerior","Spain",42.746697,-8.654768
"6201AG8WXC","Legio","Palestine","Israel",32.571167,35.191306
"2FLF38OWLY","Verulamium","Britain","United Kingdom",51.75202764,-0.358468171
"V1S3E99VYK","Saint-Denis","(blank)","France",48.9354,2.35992
"DPAQGANDUD","Munisis","Egypt","Egypt",25.438333,30.558333
"RCE858D0DB","Segodunum - Rodez - Civitas Rutenorum","Aquitania","France",44.350497,2.573846
"Q0XV75X0H1","Dura","Syria","Syria",34.747,40.73
"0PM6L7K4AC","Gordioukome/Iuliopolis","(blank)","Turkey",40.107062,31.6450025
